"W1","W2","W3","A","Y"
-0.1,-0.03,-0.13,1,-0.639730245556757
-0.89,0.31,0.57,0,0.293274436151774
-0.91,0.09,-0.55,1,-1.0447047337424
-0.94,0.71,0.28,0,-0.736635730162061
0.13,-0.54,0.31,0,-0.278956095856303
0.05,-0.95,-0.62,0,-0.674069422960517
-0.78,-0.65,-0.88,0,-0.808876094512636
-0.14,0.15,-0.62,1,0.440207390903663
0.97,0.15,0.43,0,1.33719861568706
-0.86,0.97,-0.62,1,-2.81475486857656
-0.34,0.97,-0.67,1,-1.28387883167784
-0.95,0.27,-0.21,0,0.0989695897924703
0.78,-0.96,0.6,0,-1.24390375051376
0.79,0.62,0.16,1,0.616521281467417
0.68,-0.21,-0.36,1,-0.256580355695114
0.91,0.03,-0.41,0,1.27780332180945
-0.7,0.04,-0.7,0,-1.73887673653991
0.21,-0.48,0.6,0,-0.191374560508738
0.98,-0.09,-0.16,0,-1.37625506654115
0.14,-0.73,-0.14,1,0.633710748414383
0.35,-0.63,0.22,0,-1.06556502955927
-0.1,-0.49,-0.94,1,-1.47843714385696
-0.36,-0.87,-0.46,0,-2.62076528245719
-0.38,-0.83,0.94,0,-0.628064678231422
-0.45,0.89,-0.22,1,-0.76684447409421
-0.84,-0.02,0.82,1,-1.95394712302204
-0.19,-0.51,0.36,0,0.988011064086296
-0.16,-0.64,0.93,1,0.660072613343377
0.41,-0.84,0.32,0,0.534632573255153
-0.71,0.26,0.67,1,1.81342973009918
-0.06,0.98,-0.31,1,-0.96944684280184
0.15,-0.47,-0.92,1,-0.164762041739432
-0.74,0.31,0.05,1,0.476357099842814
0.52,-0.46,-0.04,0,-0.2281707960907
-0.99,0.93,-0.87,0,-0.966947642068088
-0.23,0.58,0.42,1,-1.92257557684356
0.09,0.27,-0.46,0,0.0571675477263889
0.86,0.51,0.34,0,0.0160296683709025
-0.76,0.6,0.09,1,-1.08710238976598
0.91,0.98,0.53,1,0.577235982442923
-0.05,0.44,-0.23,0,-0.0796025129005398
0.78,0.05,0.42,1,0.283494341211323
0.07,-0.91,0.7,0,-0.920763179128733
-0.84,-0.93,-0.94,0,-3.63985901110546
0.86,0.18,0.88,0,0.842434032925753
-0.88,-0.67,-0.05,1,-0.308249930551269
-0.19,0.24,0.07,1,0.537274251495463
0.06,0.48,-0.25,1,-1.88589597986615
-0.09,0.26,-0.18,0,-1.13453369661594
0.13,-0.1,0.08,0,1.26004303699874
0.6,0.41,0.06,1,2.96863218056287
0.5,0.66,-0.86,0,-1.10303676801214
-0.66,-0.87,0.07,0,-1.94070325882764
-0.86,0.67,-0.15,1,-2.02268123111658
-0.28,-0.71,0.33,1,0.111739381996528
-0.22,0.97,0.48,1,-0.968338303605126
0.02,0.05,-0.35,1,-1.19426170757196
0.27,0.22,-0.5,0,-0.449428586945621
-0.33,0.69,-0.1,1,-0.599968270943948
-0.9,-0.06,-0.47,1,-2.36549793776327
0.95,-0.24,-0.16,0,-0.367028219583901
0.15,-0.39,0.32,0,-0.953374222048191
-0.15,-0.58,-0.78,1,0.847145169560078
0.94,0.09,0.66,0,0.236040188744337
0.99,0.58,-0.4,0,1.42317676111331
-0.87,0.33,-0.66,0,0.0687186861857989
0.89,0.77,-0.18,1,0.617550202372938
0.82,0.88,0.76,1,0.291731024001122
0.16,0.9,-0.57,1,-0.608786878498547
0.71,0.43,-0.01,1,0.710499323337185
-0.02,-0.07,0.98,0,0.966717117312751
0.71,-0.82,0.91,0,-0.0765535652443922
0.36,-0.26,0.03,0,1.28898338398246
0.85,-0.77,0.97,0,-0.305612535381314
-0.17,-0.69,0.67,1,-0.61634076474411
0.02,-0.88,0.76,1,0.145679264979116
0.9,0.12,-0.01,0,0.481188647991051
0.16,0.71,0.15,0,-0.444451524580869
-0.65,-0.96,0.58,0,-3.03739680993034
-0.68,-0.84,0.3,0,-1.47993357874458
0.68,-0.58,-0.53,1,-0.163823024968986
0.4,-0.44,-0.74,1,0.372486402791441
-0.71,-0.2,0.53,1,-3.40974197123445
0.8,-0.77,0.78,0,1.27548272900916
0.94,0.36,-0.67,1,1.01047022539667
0.15,0.77,0.92,1,-0.313644622907752
-0.41,-0.49,-0.6,0,-0.436297275597263
0.76,0.88,-0.18,1,-0.177289462720563
-0.25,-0.6,0.54,0,-0.333561447654875
0.79,0.56,0.13,0,0.521026328815987
-0.15,-0.71,-0.18,0,-2.19421292940752
-0.8,-0.65,-0.36,0,-2.0030796109999
-0.05,0.72,0.75,1,0.647502626806247
0.26,-0.24,-0.61,0,-0.75713117369664
0.48,0.66,0.03,1,-1.10311038842697
-0.37,0.2,0.8,1,0.182033592213546
0.67,-0.37,-0.91,1,-0.351827017563542
-0.13,0.15,-0.84,1,0.892341609032347
-0.61,-0.59,0.5,0,-0.111040122207559
-0.13,-0.76,0.74,0,-0.687477601624937
0.79,-0.29,0.54,1,0.897992084528752
-0.74,-0.18,-0.81,1,-3.61208700026517
-0.7,0.18,0.27,0,-3.3735134046903
0.65,0.8,-0.18,1,-0.601739941824689
0.03,-0.13,0.66,0,-0.85285548950739
-0.64,-0.71,-0.33,0,-3.91003615150256
0.98,-0.08,-0.06,0,0.984471756969533
0.37,0.57,-0.49,1,-1.01655443098745
0.96,0.59,-0.57,0,0.357946013771835
-0.93,-0.29,0.2,0,-3.10210298765404
0.02,-0.47,0.63,0,0.0215242018683158
-0.29,0.17,-0.2,1,1.85753369739934
-0.64,0.4,0.44,0,-1.68607711022404
-0.17,0.45,0.66,0,-0.359558911044787
-0.42,0.56,0.54,1,0.892588512291313
-0.49,0.11,0.62,1,0.577240321956417
0.65,0.85,-0.95,0,2.20305942169705
-0.14,0.88,0.91,1,-0.686781163860629
-0.2,0.83,0.55,0,-0.272260048921635
0.7,-0.85,0.76,0,-0.506631657179118
-0.27,-0.63,0.81,0,0.592573703426117
0.44,0.22,-0.21,1,-0.0965512816042997
-0.63,-0.06,0.06,0,-0.834685784744982
-0.57,0.52,0.95,1,-0.981651766841687
-0.25,0.9,0.61,1,1.4220565478344
-0.17,-0.01,-0.88,0,-1.54703372860971
-0.97,0.92,0.68,1,-3.28204184395275
-0.08,-0.5,0.61,1,-0.454368230491424
0.89,-0.49,0.49,0,0.252351303948907
-0.29,0.94,-0.26,1,-1.75024962019002
0.95,-0.54,-0.57,0,0.141291088244156
-0.1,0.66,-0.85,1,-1.69485267220795
0.67,0.1,0.56,1,0.632026611024441
-0.23,0.71,0.69,1,-0.750747229352806
0.43,-0.92,-0.79,1,-0.401908637905073
0.97,-0.75,0.44,0,-1.60798025077253
-0.22,-0.38,-0.24,1,-4.42828835430137
0.23,-0.36,0.01,0,-1.02758217208441
-0.05,0.54,-0.49,0,1.02718687087119
0.42,-0.95,0.08,0,0.307129379964693
-0.5,0.3,-0.31,1,0.97311009674129
-0.44,0.26,-0.26,0,0.0945054427327947
0.64,0.48,0.62,1,1.32709725758274
0.19,-0.92,-0.24,1,-1.77230895361461
-0.22,-1,0.42,0,-0.888430212833723
0.23,-0.95,-0.16,0,0.80422809034381
-0.09,0.58,-0.08,1,-4.24681720867608
0.31,0.42,-0.72,1,-0.340598610200366
0.93,-0.76,-0.87,0,0.891464640751907
0.15,-0.88,0.16,0,-0.213254980554707
-0.27,0.57,0.02,1,-0.250384888050218
0.95,-0.34,-0.36,1,0.259771580354066
0.81,-0.7,-0.11,0,0.465833115658123
-0.95,0.29,0.52,0,-1.1343568775889
0.58,-0.8,-0.74,0,-1.45848913570309
0.41,-0.08,-0.55,1,-1.79856876486937
-0.58,-0.88,-0.63,1,-1.27830002594109
0.4,0.53,-0.62,1,-0.429774428157115
0.99,0.6,0.13,1,-0.163149660755378
-0.52,-0.6,0.65,0,-0.707558682513438
-0.11,0.22,-0.48,1,0.436731987592698
0.05,-0.33,-0.98,0,0.554283045193246
0.57,0.25,-0.59,0,-1.10350249732554
-0.64,-0.81,-0.2,1,-1.51301159716677
-0.92,0.97,-0.56,1,-1.82532840292425
-0.54,-0.84,0.53,1,-2.13446215593707
0.76,-0.36,-0.81,0,-0.447705868110477
-0.97,-0.03,-0.76,0,-2.42117117821338
0.14,0.67,0,0,-2.17263900113752
0.8,-0.32,0.02,0,-0.137837160611358
-0.63,-0.71,-0.73,1,-1.58448900284746
-0.42,0.45,0.37,1,0.648027188529143
-0.8,0.19,0.29,1,-1.1922924369594
0.45,-0.71,-0.89,0,-0.114488404407528
0.74,-0.95,-0.45,0,-0.227370706744913
-0.22,-0.42,-0.83,0,-2.41586021484532
0,-0.66,0.11,0,-0.42285602749681
0.96,0.98,-0.97,1,0.907580642969242
-0.71,-0.54,0.7,1,-1.2102481263261
0.19,0.26,0.08,0,0.502034848342406
0.95,0.48,0.84,1,1.65629615353569
0.97,0.36,-0.34,0,2.13315916403119
0.91,-0.43,-1,1,0.0397741488782514
0.13,-0.69,0.57,0,-1.79799903928352
-0.23,-0.06,0.88,0,0.24586477930074
0.85,0.95,-0.97,1,-0.572918609374796
0.36,-0.13,0.08,0,-2.09989413176211
0.1,0.72,0.39,1,-1.66522364064948
0.07,0.29,0,1,-0.0260940676566463
0.27,0.85,0,1,-1.08652291706815
0.11,-0.31,-0.17,1,0.135983080176685
-0.19,0.58,0.21,0,1.29859944628363
-0.65,-0.79,-0.46,1,-0.313325742172876
0.08,-0.08,0.81,0,-1.49083492504346
0.57,-0.22,0.05,1,-0.699140695295349
0.53,-0.43,0.51,0,0.455121233826478
0.07,0.95,-0.8,1,-0.606044497644679
0.38,-0.6,0.44,0,-0.116254517543991
-0.93,0.94,0.92,1,-2.46191846758467
-0.9,0.31,0.03,0,-2.52362030600621
-0.48,0.54,-0.07,1,0.188075851586176
0.78,-0.47,0.77,0,0.54337268905316
0.64,0.33,-0.62,1,0.906909037897851
-0.54,0.16,0.35,0,-0.529728780083059
0.72,0.18,0.4,1,3.75730802558537
0.65,0.1,-0.01,0,0.559666955663951
-0.69,-0.35,-0.64,1,-1.29961234967105
-0.1,0.35,0.49,1,1.84856130895037
-0.52,0.98,-0.11,1,-1.35550938068584
0.06,-0.19,-0.68,0,0.0235417308858529
-0.31,0.14,-0.11,1,-0.808687580255933
0.4,0.16,0.61,1,-0.266327853966303
0.43,-0.56,-0.59,0,-1.72866579640511
-0.63,-0.59,-0.44,1,-1.4848936831511
0.8,-0.58,0.63,1,2.87781610265402
-0.05,-0.64,-0.15,0,-0.810191282144429
-0.19,-0.69,-0.66,1,-1.20106148746322
-0.51,-0.25,-0.13,1,-2.19862503583633
0.33,0.48,0.18,1,1.11230842678239
0.5,-0.68,-0.18,0,-1.68920173194588
-0.62,0.08,0.53,0,-1.97568021797766
0.26,0.17,-0.99,0,-2.39360748967507
0.85,-0.23,-0.81,0,-1.27756059300372
-0.85,0.87,-0.25,1,-3.03140743823752
-0.63,0.77,0.91,1,-2.07103046401767
-0.25,-0.13,-0.35,1,-0.363874574448382
-0.87,0.33,-0.78,0,-0.55035856973606
-0.45,0.33,-0.1,1,0.109280999734125
0.61,0.61,0.62,0,0.0343585339738107
-0.49,-0.59,0.47,1,-0.893380142457578
-0.58,-0.86,0.27,0,-0.881387754698937
0,0.57,-0.2,1,-1.20481261317061
0.04,0.33,-0.3,0,0.674070129558799
-0.93,-0.05,-0.93,1,-1.41056342793916
-0.12,-0.22,-0.89,1,-3.20579188035427
0.95,-0.98,-0.26,1,-0.264578076521756
0.02,-0.01,0.44,1,0.800948213809954
0.37,0.35,-0.97,1,-0.939202886168403
0.3,-0.44,0.89,0,0.266709894906327
-0.95,0.49,-0.28,0,-1.0555012383612
-0.45,0.19,0.48,1,3.18967768374564
-0.64,0.38,-0.98,1,-3.60913323529826
-0.68,-0.24,-0.65,1,-3.67382252985232
0.29,-0.02,0.38,0,0.568028668650456
-0.56,-0.26,-0.98,1,-1.08770021875688
-0.98,0.43,0.36,1,-0.381533624594433
0.6,0.06,-0.74,1,-0.852243882870513
-0.37,-0.07,-0.11,0,1.30138816916782
0.65,0.72,-0.99,1,-2.20155347483044
-0.02,0.67,0.41,1,-2.06132276794852
0.71,-1,0.45,0,-0.198140390613334
0.8,-0.78,-0.85,0,1.8805869089066
-0.91,-0.38,0.22,0,-1.02768341266178
0.91,0.54,0.71,0,1.62339605143577
0.48,-0.74,-0.36,0,1.23007759473682
0.81,0.35,0.02,0,1.47577996831456
0,-0.73,0.63,0,-1.90073787596427
0.86,0.52,0.32,0,1.42572621806583
0.28,0.84,0.73,1,-0.39454791808008
-0.38,-0.19,0.76,1,-0.0841685904999179
0.03,0.51,-0.37,0,-0.569444679602975
0.74,0.27,-0.11,0,-1.18510702225461
0.04,0.54,-0.13,0,0.262834371466622
0.03,0.44,0.98,0,0.398503660926992
-0.49,-0.34,-0.2,0,-1.23762634763038
0.93,0.05,-0.66,0,-0.799550322117225
0.18,0.46,0.17,1,-0.539224778913414
0.26,-0.82,0.45,0,-0.527625716490426
0.58,-0.17,-0.31,0,0.940110146004329
0.51,0.39,0.77,1,0.963966275843629
-0.32,-0.58,-0.04,1,-1.67169579808368
0.3,-0.44,-0.79,0,-3.3612030254467
0.07,-0.58,0.76,0,0.00224983654064687
0.59,-0.81,-0.85,1,1.08211681088736
0.99,-0.05,-0.67,0,1.57319086010968
0.3,0.49,-0.65,0,1.3167226423107
-0.11,0.27,-0.33,1,0.220058635019861
-0.35,0.86,-0.84,0,0.62651372621074
0.07,-0.67,-0.6,0,-0.943686452444078
0.09,0.08,0.19,0,-0.989410075685581
0.33,-0.66,-0.19,0,-1.40519659688547
1,0.56,0.5,0,0.583058899592565
-0.35,-0.22,0.87,1,-1.62880780770162
-0.72,-0.33,-0.71,0,-1.62540140361111
-0.06,0.68,-0.28,0,-0.103122209414967
0.39,-0.2,-0.22,1,-0.833113844472358
-0.52,0.9,-0.85,1,-0.958185896208784
0.33,0.74,-0.64,1,-1.09820850331812
-0.26,0.2,0.15,0,1.02034745793173
0.69,-0.25,-0.67,0,0.301693886479643
0.84,0.95,0.08,0,-0.35453585074908
-0.98,0.51,-0.55,0,-1.66664980419918
0.42,-0.36,0.22,0,0.321883050535119
-0.79,-0.44,-0.49,0,-2.06805533208634
-0.38,0.69,0.34,0,-0.0880049505274258
0.1,0.16,-0.19,0,0.0573958608311385
-0.79,0.21,-0.1,1,0.66206084413366
-0.65,0.98,-0.51,1,-1.91502914429738
-0.52,0.83,0.94,1,-1.47618754237185
-0.33,0.7,0.77,1,-1.93274897158874
-0.07,0.47,0.35,0,-1.35713286976328
0.5,0.95,-0.8,0,-1.61397031117903
-0.09,-0.16,0.07,1,-1.34279887032012
-0.03,0.9,-0.19,1,-0.138220027096886
0.32,-0.13,0.11,0,0.427158159789933
-0.57,0.48,-0.07,0,-2.24099281746208
-0.77,0.93,0.01,1,-2.74245714496266
-0.23,-0.75,0.55,1,-1.19615419483757
0.53,0.2,-0.53,1,0.498385016694267
0.92,0.39,-0.31,0,0.692197818152129
0.81,-0.72,-0.48,1,1.7877706779861
0.89,0.03,-0.68,0,-0.614032650724957
-0.27,0.34,0.1,1,-2.72501891156471
-0.35,-0.63,0.31,0,-0.11817651829174
0.23,0.04,-0.05,1,0.713974657778299
0.88,-0.93,-0.24,1,0.00790859101480879
-0.74,0.27,0.12,1,-1.52054664015531
0.46,-0.9,0.78,0,-0.555991196799737
-0.25,0.3,0.6,0,-0.311893437197429
0.63,-0.2,-0.8,1,-0.122855752707479
0.28,-0.49,-0.89,1,0.735304576544953
-0.67,0.63,0.13,0,-1.6648833983784
-0.19,-0.46,0.32,0,-0.533277155356502
-0.88,-0.97,-0.48,0,-0.674823966297577
0.36,0.02,0.88,0,-0.767342155259083
0.82,0.76,0.93,0,0.756236587067149
-0.21,0.76,0.17,1,-3.15349475663167
-0.54,-0.93,-0.8,0,-1.45757774988555
0.74,0.05,0.1,1,0.332825232050948
-0.47,-0.26,0.65,0,-1.82993764223895
0.7,0.35,-0.25,0,-0.479977469185323
0.17,0.75,0.69,0,0.696503373594371
-0.14,-0.36,0.39,1,-3.70598224538745
-0.9,0.55,-0.66,1,-2.50752789429589
